// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
2036|171.65.103.150|p2036_IM7|26520|33.00|48.00|168.00|100|GROMACS|General|alexrson|
2037|171.65.103.150|p2037_FKBP|23305|29.00|42.00|146.00|100|GROMACS|General|alexrson|
2038|171.65.103.150|p2038_Lambda_repressor|18757|23.00|34.00|117.00|100|GROMACS|General|alexrson|
2039|171.65.103.150|p2039_ACBP|25350|31.00|46.00|160.00|100|GROMACS|General|alexrson|
2040|171.65.103.150|p2040_ADAh2|23360|28.00|41.00|144.00|100|GROMACS|General|alexrson|
2041|171.65.103.150|p2041_Protein_A|28996|34.00|50.00|175.00|100|GROMACS|General|alexrson|
2042|171.65.103.150|p2042_Ubiquitin|23299|28.00|41.00|143.00|100|GROMACS|General|alexrson|
2043|171.65.103.150|p2043_CI2|19697|24.00|35.00|143.00|100|GROMACS|General|alexrson|
2044|171.65.103.150|p2044_Protein_G|20893|25.00|37.00|127.00|100|GROMACS|General|alexrson|
2045|171.65.103.150|p2045_Coiled_coil|42301|50.00|74.00|264.00|100|GROMACS|General|alexrson|
2046|171.65.103.150|p2046_Ubiquitin_mutant|23324|28.00|41.00|143.00|100|GROMACS|General|alexrson|
2047|171.65.103.150|p2047_mAcP_wt_Sosnick|24664|33.00|48.00|156.00|100|GROMACS|General|alexrson|
2048|171.65.103.150|p2048_mAcP_mutant_Sosnick|24652|33.00|48.00|153.00|100|GROMACS|General|alexrson|
2049|171.65.103.150|p2049_Protein_A_wt_Sosnick|20383|34.00|50.00|127.00|100|GROMACS|General|alexrson|
2050|171.65.103.150|p2050_Protein_A_mutant_Sosnick|20386|34.00|50.00|127.00|100|GROMACS|General|alexrson|
2051|171.64.122.136|p2051_abeta_4mer|2544|33.00|47.00|267.00|100|GROMACS|Alzheimers|luttmann|
2052|171.64.122.136|p2052_abeta_4mer|2544|32.00|47.00|266.00|100|GROMACS|Alzheimers|luttmann|
2053|171.64.122.136|p2053_abeta_4mer|2544|27.00|39.00|219.00|100|GROMACS|Alzheimers|luttmann|
2054|171.64.122.136|p2054_abeta_agbnp|2544|14.00|21.00|69.00|100|GBGROMACS|Alzheimers|luttmann|
2055|171.64.122.136|p2055_abeta_4mer|2092|26.00|37.00|193.00|100|GROMACS|Alzheimers|luttmann|
2056|171.64.122.136|p2056_abeta_4mer|2092|25.00|37.00|192.00|100|GROMACS|Alzheimers|luttmann|
2057|171.64.122.136|p2057_abeta_4mer|2100|21.00|31.00|159.00|100|GROMACS|Alzheimers|luttmann|
2058|171.64.122.136|p2058_abeta_4mer_agbnp|2092|14.00|21.00|69.00|100|GBGROMACS|Alzheimers|luttmann|
2059|171.64.122.136|p2059_A21_agbnp_amber99|222|9.00|12.00|38.00|100|GBGROMACS|Alzheimers|luttmann|
2060|171.64.122.136|p2060_g40|1168|12.00|17.00|88.00|100|GROMACS|General|luttmann|
2061|171.64.122.136|p2061_A21_agbnp_amber99|222|19.00|28.00|94.00|100|GBGROMACS|General|luttmann|
2062|171.64.122.136|p2062_BBA5_pfold|385|36.00|53.00|187.00|100|GBGROMACS|*Synthetic Construct|luttmann|
2063|171.64.122.70|p2063_abeta_agbnp|2544|27.00|39.00|136.00|100|GBGROMACS|Alzheimers|luttmann|
2064|171.64.122.70|p2064_abeta_4mer_agbnp|2092|23.00|34.00|118.00|100|GBGROMACS|Alzheimers|luttmann|
2065|171.64.122.70|p2065_A21_helix_in_OPLSAA|222|24.00|35.00|120.00|100|GBGROMACS|General|luttmann|
2066|171.64.122.70|p2066_A21_agbnp_amber99|222|23.00|34.00|117.00|100|GBGROMACS|General|luttmann|
2067|171.64.122.70|p2067_A21_agbnp_amber99|222|43.00|63.00|225.00|100|GBGROMACS|General|luttmann|
2068|171.64.122.70|p2068_BBA5|12200|41.00|60.00|213.00|100|GROMACS|General|alexrson|
2069|171.64.122.70|p2069_BBA5|12200|26.00|38.00|134.00|100|GROMACS|General|alexrson|
2070|171.64.122.70|p2070_BBA5|12200|38.00|56.00|199.00|100|GROMACS|General|alexrson|
2071|171.64.122.70|p2071_A21_agbnp_amber99|222|32.00|47.00|166.00|100|GBGROMACS|General|luttmann|
2072|171.64.122.70|p2072_FS-Protein|264|39.00|58.00|206.00|100|GBGROMACS|General|luttmann|
2073|171.64.122.70|p2073_A21_OPLS|222|36.00|54.00|190.00|100|GBGROMACS|General|luttmann|
2074|171.64.122.70|p2074_Fs|264|43.00|63.00|225.00|100|GBGROMACS|General|luttmann|
2075|171.64.122.70|p2075_BBA5|12200|11.00|15.00|48.00|100|DGROMACS|General|alexrson|
2076|171.64.122.136|p2076_A21_agbnp_amber99|222|26.00|38.00|133.00|100|GBGROMACS|General|luttmann|
2077|171.64.122.136|p2077_Ab Initio Protein Random Structure|976|37.00|54.00|190.00|100|GBGROMACS|General|luttmann|
2078|171.64.122.136|p2078_Protein|304|46.00|69.00|244.00|100|GBGROMACS|General|luttmann|
2079|171.64.122.136|p2079_Ab Initio Protein Random Structure|292|44.00|64.00|229.00|100|GBGROMACS|General|luttmann|
2080|171.64.122.136|p2080_Abeta_4mer|2564|34.00|63.00|226.00|100|GBGROMACS|Alzheimers|luttmann|
2081|171.65.103.157|p2081_p53_in_AGBNP|1048|48.00|71.00|255.00|100|GBGROMACS|Tumour Supression|luttmann|
2082|171.65.103.157|p2082_p53_in_AGBNP|1048|48.00|71.00|255.00|100|GBGROMACS|Tumour Supression|luttmann|
2083|171.64.122.136|p2083_Abeta_4mer|2564|52.00|78.00|274.00|100|GBGROMACS|Alzheimers|luttmann|
2084|171.64.122.136|p2084_abeta_agbnp|2544|55.00|83.00|295.00|100|GBGROMACS|Alzheimers|luttmann|
2085|171.64.122.136|p2085_abeta_4mer_agbnp|2092|44.00|65.00|228.00|100|GBGROMACS|Alzheimers|luttmann|
2086|171.64.122.136|p2086_A21_agbnp_amber99|222|27.00|40.00|139.00|100|GBGROMACS|General|luttmann|
2087|171.64.122.136|p2087_Protein|264|33.00|49.00|172.00|100|GBGROMACS|General|luttmann|
2088|171.64.122.136|p2088_A21_agbnp_amber99|222|34.00|50.00|178.00|100|GBGROMACS|General|luttmann|
2089|171.64.122.136|p2089_A21_agbnp_amber99|222|33.00|48.00|169.00|100|GBGROMACS|General|luttmann|
2090|171.64.122.136|p2090_Abeta_4mer|2564|52.00|78.00|274.00|100|GBGROMACS|Alzheimers|luttmann|
2091|171.64.122.136|p2091_abeta_agbnp|2544|55.00|83.00|295.00|100|GBGROMACS|Alzheimers|luttmann|
2092|171.64.122.136|p2092_abeta_4mer_agbnp|2092|44.00|65.00|228.00|100|GBGROMACS|Alzheimers|luttmann|
2093|171.64.122.136|p2093_BBA5_pfold|385|45.00|66.00|235.00|100|GBGROMACS|*Synthetic Construct|luttmann|
2094|171.64.122.136|p2094_A21_agbnp_amber99|222|27.00|40.00|139.00|100|GBGROMACS|General|luttmann|
2095|171.64.122.136|p2095_Protein|264|33.00|49.00|172.00|100|GBGROMACS|General|luttmann|
2096|171.64.122.136|p2096_A21_agbnp_amber99|222|34.00|50.00|178.00|100|GBGROMACS|Alzheimers|luttmann|
2097|171.64.122.136|p2097_A21_agbnp_amber99|222|33.00|48.00|169.00|100|GBGROMACS|Alzheimers|luttmann|
2098|171.64.122.136|p2098_abeta_agbnp|2544|34.00|63.00|226.00|100|GBGROMACS|Alzheimers|luttmann|
2099|171.64.122.136|p2099_abeta_4mer_agbnp|2092|34.00|63.00|226.00|100|GBGROMACS|Alzheimers|luttmann|
2100|171.64.122.141|p2100_dk_villin_run0|15644|40.00|59.00|209.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|DanEnsign|
2101|171.64.122.141|p2101_project2101_DKvillin_run0|15644|40.00|59.00|209.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2102|171.64.122.141|p2102_lambda_5way_melt_0_00000|1258|77.00|115.00|414.00|100|GBGROMACS|*Lambda Repressor|densign|
2103|171.64.122.141|p2103_lambda_5way_melt_0_00000|0|0.00|115.00|414.00|100|GBGROMACS|*Lambda Repressor||
2104|171.64.122.141|p2104_dk_villin_run0|16253|48.00|71.00|250.00|100|DGROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2106|171.64.122.141|p2106_lambda_5way_melt_4_10011|1258|39.00|57.00|202.00|100|GROMACS|*Lambda Repressor|densign|
2107|171.64.122.141|p2107_lambda_5way_melt_4_10011|1258|78.00|114.00|404.00|100|GROMACS|*Lambda Repressor|densign|
2108|171.64.122.141|p2108_dk_villin_ddsa_aybabtu_run0|596|84.00|125.00|449.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2109|171.64.122.141|p2109_ww_domain_mutant_1_opls|604|71.00|105.00|376.00|100|GROMACS|General|densign|
2110|171.64.122.141|p2110_ww_domain_mutant_2_opls|580|71.00|105.00|376.00|100|GROMACS|General|densign|
2111|171.64.122.141|p2111_ww_domain_mutant_3_opls|572|71.00|105.00|376.00|100|GROMACS|General|densign|
2112|171.64.122.141|p2112_ww_domain_mutant_4_opls|572|71.00|105.00|376.00|100|GROMACS|General|densign|
2113|171.64.122.141|p2113_ww_domain_mutant_5_opls|591|71.00|105.00|376.00|100|GROMACS|General|densign|
2114|171.64.122.141|p2114_ww_domain_mutant_1_am96|604|77.00|114.00|412.00|100|GROMACS|General|densign|
2115|171.64.122.141|p2115_ww_domain_mutant_2_am96|580|77.00|114.00|412.00|100|GROMACS|General|densign|
2116|171.64.122.141|p2116_ww_domain_mutant_3_am96|572|77.00|114.00|412.00|100|GROMACS|General|densign|
2117|171.64.122.141|p2117_ww_domain_mutant_4_am96|572|77.00|114.00|412.00|100|GROMACS|General|densign|
2118|171.64.122.141|p2118_ww_domain_mutant_5_am96|591|77.00|114.00|412.00|100|GROMACS|General|densign|
2119|171.64.122.141|p2119_ww_domain_mutant_1_am99|604|77.00|114.00|408.00|100|GROMACS|General|densign|
2120|171.64.122.141|p2120_ww_domain_mutant_2_am99|580|77.00|114.00|408.00|100|GROMACS|General|densign|
2121|171.64.122.141|p2121_ww_domain_mutant_3_am99|572|77.00|114.00|408.00|100|GROMACS|General|densign|
2122|171.64.122.141|p2122_ww_domain_mutant_4_am99|572|77.00|114.00|408.00|100|GROMACS|General|densign|
2123|171.64.122.141|p2123_ww_domain_mutant_5_am99|591|77.00|114.00|408.00|100|GROMACS|General|densign|
2124|171.65.103.160|p2124_lambda_5way_melt_4_10011|1258|74.00|110.00|396.00|100|GROMACS|*Lambda Repressor|densign|
2125|171.65.103.160|p2125_lambda_5way_melt_4_10011|1258|73.00|109.00|392.00|100|GROMACS|*Lambda Repressor|densign|
2126|171.65.103.160|p2126_villin_sigd3|596|70.00|104.00|373.00|100|GROMACS|General|densign|
2127|171.65.103.160|p2127_ww2127|604|67.00|100.00|359.00|100|GROMACS|General|densign|
2128|171.65.103.160|p2128_ww2128|580|71.00|106.00|359.00|100|GROMACS|General|densign|
2129|171.65.103.160|p2129_ww2129|572|67.00|100.00|359.00|100|GROMACS|General|densign|
2130|171.65.103.160|p2130_ww2130|572|67.00|100.00|359.00|100|GROMACS|General|densign|
2131|171.65.103.160|p2131_ww2131|591|67.00|100.00|359.00|100|GROMACS|General|densign|
2132|171.65.103.160|p2132_ww2132|604|71.00|106.00|381.00|100|GROMACS|General|densign|
2133|171.65.103.160|p2133_ww2133|580|71.00|106.00|381.00|100|GROMACS|General|densign|
2134|171.65.103.160|p2134_ww2134|572|71.00|106.00|381.00|100|GROMACS|General|densign|
2135|171.65.103.160|p2135_ww2135|572|71.00|106.00|381.00|100|GROMACS|General|densign|
2136|171.65.103.160|p2136_ww2136|591|71.00|106.00|381.00|100|GROMACS|General|densign|
2137|171.65.103.160|p2137_ww2137|604|72.00|107.00|385.00|100|GROMACS|General|densign|
2138|171.65.103.160|p2138_ww2138|580|72.00|107.00|385.00|100|GROMACS|General|densign|
2139|171.65.103.160|p2139_ww2139|572|72.00|107.00|385.00|100|GROMACS|General|densign|
2140|171.65.103.160|p2140_ww2140|572|72.00|107.00|385.00|100|GROMACS|General|densign|
2141|171.65.103.160|p2141_ww2141|591|72.00|107.00|385.00|100|GROMACS|General|densign|
2142|171.64.122.141|p2142_halr-wt, CN inhib, NADP+ in water|86986|45.00|65.00|476.00|100|GROMACS|Diabetes|densign|
2143|171.64.122.141|p2143_halr-wt, CN inhib, NADP+ in water|86986|45.00|65.00|478.00|100|GROMACS|Diabetes|densign|
2144|171.64.122.141|p2144_halr-wt, CN inhib, NADP+ in water|86982|44.00|65.00|464.00|100|GROMACS|*Synthetic Contruct|densign|
2145|171.64.122.141|p2145_halr-wt, CN inhib, NADP+ in water|86982|45.00|66.00|472.00|100|GROMACS|*Synthetic Contruct|densign|
2146|171.65.103.160|p2146_lambda m1 expl|16437|44.00|65.00|230.00|100|GROMACS|*Lambda Repressor|densign|
2147|171.65.103.160|p2147_lambda_m2_expl_99p|16427|42.00|61.00|218.00|100|GROMACS|*Lambda Repressor|densign|
2148|171.65.103.160|p2148_supervillin_99p|9117|43.00|63.00|225.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2149|171.65.103.160|p2149_villinN68H_99p|8867|42.00|62.00|220.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2150|171.65.103.160|p2150_lambda m1 expl 373K 99p|16437|44.00|65.00|230.00|100|GROMACS|*Lambda Repressor|densign|
2151|171.65.103.160|p2151_p2147_lambda_m2_expl_99p_373K|16427|42.00|61.00|218.00|100|GROMACS|*Lambda Repressor|densign|
2152|171.65.103.160|p2152_p2148_supervillin_99p_373K|9117|43.00|63.00|225.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2153|171.65.103.160|p2153_p2149_villinN68H_99p_373K|8867|42.00|62.00|220.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
2162|171.64.122.141|p2162_haldrT113Y_pme|86993|46.00|68.00|484.00|100|GROMACS||densign|
2163|171.64.122.141|p2163_haldrT113Y_rf|86993|47.00|70.00|498.00|100|GROMACS||densign|
2164|171.64.122.141|p2164_halr-wt, CN inhib, NADP+ in water|86987|47.00|69.00|494.00|100|GROMACS||densign|
2165|171.64.122.141|p2165_halr-wt, CN inhib, NADP+ in water|86987|47.00|69.00|492.00|100|GROMACS||densign|
2168|171.64.122.141|p2168_halr-wt, CN inhib, NADP+ in water|86987|47.00|69.00|494.00|100|GROMACS||densign|
2169|171.64.122.141|p2169_halr-wt, CN inhib, NADP+ in water|86987|47.00|69.00|492.00|100|GROMACS||densign|
2200|171.65.103.152|p2200_ProteinA|15539|24.00|35.00|121.00|100|GROMACS|*Antibody Target|vvishal|
2300|171.64.122.70|p2300_BBA5|12200|12.00|17.00|55.00|100|GROMACS|*Synthetic Construct|alexrson|
2301|171.64.122.70|p2301_BBA5|12200|18.00|25.00|86.00|100|GROMACS|*Synthetic Construct|alexrson|
2302|171.64.122.70|p2302_BBA5|12200|25.00|37.00|127.00|100|GROMACS|*Synthetic Construct|alexrson|
2303|171.64.122.70|p2303_BBA5|12200|11.00|51.00|181.00|100|GROMACS|*Synthetic Construct|alexrson|
2304|171.64.122.70|p2304_BBA5_ext|12200|11.00|15.00|48.00|100|DGROMACS|*Synthetic Construct|alexrson|
2305|171.64.122.139|p2305_BBA5_Mutant|12285|6.00|15.00|46.00|100|GROMACS|*Synthetic Construct|luttmann|
2306|171.64.122.139|p2306_BBA5_pfold in water|374|36.00|53.00|188.00|100|GBGROMACS|*Synthetic Construct|alexrson|
2307|171.64.122.139|p2307_BBA5|12200|30.00|61.00|218.00|100|DGROMACS|*Synthetic Construct|luttmann|
2308|171.64.122.139|p2308_BBA5|12200|17.00|24.00|85.00|100|DGROMACS|*Synthetic Construct|alexrson|
2321|171.65.103.150|p2321_IM7|29073|35.00|51.00|181.00|100|GROMACS|General|alexrson|
2322|171.65.103.150|p2322_FKBP|25507|46.00|69.00|162.00|100|GROMACS|General|alexrson|
2323|171.65.103.150|p2323_lambda_repressor|20416|25.00|37.00|127.00|100|GROMACS|General|alexrson|
2324|171.65.103.150|p2324_ACBP|27984|34.00|50.00|175.00|100|GROMACS|General|alexrson|
2325|171.65.103.150|p2325_ADAh2|25589|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2326|171.65.103.150|p2326_Protein_A|31942|37.00|55.00|194.00|100|GROMACS|General|alexrson|
2327|171.65.103.150|p2327_Ubiquitin|25555|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2328|171.65.103.150|p2328_CI2|21434|26.00|38.00|133.00|100|GROMACS|General|alexrson|
2331|171.65.103.150|p2331_Ubiquitin_mutant|25547|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2332|171.65.103.150|p2332_mAcP|26737|35.00|51.00|181.00|100|GROMACS|General|alexrson|
2333|171.65.103.150|p2333_mAcP_mutant|26743|25.00|37.00|167.00|100|GROMACS|General|alexrson|
2334|171.65.103.150|p2334_Protein_A_wt_Sosnick|22153|37.00|55.00|136.00|100|GROMACS|General|alexrson|
2335|171.65.103.150|p2335_Protein_A_mutant_Sosnick|22153|37.00|55.00|136.00|100|GROMACS|General|alexrson|
2336|171.65.103.150|p2336_IM7|26520|33.00|48.00|168.00|100|GROMACS|General|alexrson|
2337|171.65.103.150|p2337_FKBP|23305|29.00|42.00|146.00|100|GROMACS|General|alexrson|
2338|171.65.103.150|p2338_Lambda_repressor|18757|23.00|34.00|117.00|100|GROMACS|General|alexrson|
2339|171.65.103.150|p2339_ACBP|25350|31.00|46.00|160.00|100|GROMACS|General|alexrson|
2340|171.65.103.150|p2340_ADAh2|23360|28.00|41.00|144.00|100|GROMACS|General|alexrson|
2341|171.65.103.150|p2341_Protein_A|28996|34.00|50.00|175.00|100|GROMACS|General|alexrson|
2342|171.65.103.150|p2342_Ubiquitin|23299|28.00|41.00|143.00|100|GROMACS|General|alexrson|
2343|171.65.103.150|p2343_CI2|19697|24.00|35.00|143.00|100|GROMACS|General|alexrson|
2346|171.65.103.150|p2346_Ubiquitin_mutant|23324|28.00|41.00|143.00|100|GROMACS|General|alexrson|
2347|171.65.103.150|p2347_Acylphosphatase_wt|24664|33.00|48.00|156.00|100|GROMACS|General|alexrson|
2348|171.65.103.150|p2348_Acylphosphatase_mutant|24652|33.00|48.00|153.00|100|GROMACS|General|alexrson|
2349|171.65.103.150|p2349_Protein_A_wt|20383|34.00|50.00|127.00|100|GROMACS|General|alexrson|
2350|171.65.103.150|p2350_Protein_A_mutant|20386|34.00|50.00|127.00|100|GROMACS|General|alexrson|
2351|171.65.103.150|p2351_IM7|29073|145.00|200.00|788.00|100|DGROMACS|General|alexrson|
2352|171.65.103.150|p2352_FKBP|25507|127.00|189.00|686.00|100|DGROMACS|General|alexrson|
2353|171.65.103.150|p2353_lambda_repressor|20416|100.00|149.00|541.00|100|DGROMACS|General|alexrson|
2354|171.65.103.150|p2354_ACBP|27984|140.00|209.00|760.00|100|DGROMACS|General|alexrson|
2355|171.65.103.150|p2355_ADAh2|25589|126.00|188.00|683.00|100|DGROMACS|General|alexrson|
2356|171.65.103.150|p2356_Protein_A|31942|160.00|239.00|868.00|100|DGROMACS|General|alexrson|
2357|171.65.103.150|p2357_Ubiquitin|25555|157.00|234.00|852.00|100|DGROMACS|General|alexrson|
2358|171.65.103.150|p2358_CI2|21434|106.00|158.00|572.00|100|DGROMACS|General|alexrson|
2359|171.65.103.150|p2359_Protein_G|22786|112.00|167.00|604.00|100|DGROMACS|General|alexrson|
2360|171.65.103.150|p2360_Coiled_Coil|46366|237.00|355.00|1294.00|100|DGROMACS|General|alexrson|
2361|171.65.103.150|p2361_Ubiquitin_mutant|25547|127.00|190.00|689.00|100|DGROMACS|General|alexrson|
2362|171.65.103.150|p2362_mAcP|26737|133.00|199.00|723.00|100|DGROMACS|General|alexrson|
2363|171.65.103.150|p2363_mAcP_mutant|26743|133.00|199.00|722.00|100|DGROMACS|General|alexrson|
2364|171.65.103.150|p2364_Protein_A_wt_Sosnick|22153|109.00|162.00|586.00|100|DGROMACS|General|alexrson|
2365|171.65.103.150|p2365_Protein_A_mutant_Sosnick|22153|120.00|200.00|589.00|100|DGROMACS|General|alexrson|
2366|171.65.103.150|p2366_Im7|28131|33.00|48.00|169.00|100|GROMACS|General|alexrson|
2367|171.65.103.150|p2367_FKBP|23861|28.00|41.00|141.00|100|GROMACS|General|alexrson|
2368|171.65.103.150|p2368_Lambda_repressor|19718|23.00|33.00|115.00|100|GROMACS|General|alexrson|
2369|171.65.103.150|p2369_ACBP|25989|30.00|44.00|153.00|100|GROMACS|General|alexrson|
2370|171.65.103.150|p2370_ADAh2|24582|28.00|42.00|146.00|100|GROMACS|General|alexrson|
2371|171.65.103.150|p2371_Protein_A|30897|36.00|53.00|186.00|100|GROMACS|General|alexrson|
2372|171.65.103.150|p2372_Ubiquitin|24177|28.00|41.00|141.00|100|GROMACS|General|alexrson|
2373|171.65.103.150|p2373_CI2|19977|23.00|34.00|116.00|100|GROMACS|General|alexrson|
2374|171.65.103.150|p2374_Protein_G|22265|26.00|37.00|130.00|100|GROMACS|General|alexrson|
2375|171.65.103.150|p2375_Coiled_coil|43982|51.00|75.00|268.00|100|GROMACS|General|alexrson|
2376|171.65.103.150|p2376_Ubiquitin_mutant|24190|28.00|41.00|142.00|100|GROMACS|General|alexrson|
2377|171.65.103.150|p2377_mAcP|24808|28.00|42.00|146.00|100|GROMACS|General|alexrson|
2378|171.65.103.150|p2378_mAcP_mutant_Sosnick|24793|29.00|42.00|146.00|100|GROMACS|General|alexrson|
2379|171.65.103.150|p2379_Protein_A_wt_sosnick|21203|24.00|35.00|123.00|100|GROMACS|General|alexrson|
2380|171.65.103.150|p2380_Protein_A_mutant_Sosnick|21209|24.00|35.00|123.00|100|GROMACS|General|alexrson|
2381|171.65.103.150|p2381_IM7|26520|125.00|186.00|677.00|100|DGROMACS|General|alexrson|
2382|171.65.103.150|p2382_FKBP|23305|109.00|163.00|590.00|100|DGROMACS|General|alexrson|
2383|171.65.103.150|p2383_Lambda_repressor|18757|86.00|129.00|468.00|100|DGROMACS|General|alexrson|
2384|171.65.103.150|p2384_ACBP|25350|119.00|179.00|648.00|100|DGROMACS|General|alexrson|
2385|171.65.103.150|p2385_ADAh2|23360|108.00|162.00|587.00|100|DGROMACS|General|alexrson|
2386|171.65.103.150|p2386_Protein_A|28996|137.00|204.00|742.00|100|DGROMACS|General|alexrson|
2387|171.65.103.150|p2387_Ubiquitin|23299|135.00|201.00|731.00|100|DGROMACS|General|alexrson|
2388|171.65.103.150|p2388_CI2|19697|91.00|136.00|495.00|100|DGROMACS|General|alexrson|
2389|171.65.103.150|p2389_Protein_G|20893|96.00|144.00|529.00|100|DGROMACS|General|alexrson|
2390|171.65.103.150|p2390_Coiled coil|42301|205.00|306.00|1112.00|100|DGROMACS|General|alexrson|
2391|171.65.103.150|p2391_Ubiquitin_mutant|23324|109.00|163.00|592.00|100|DGROMACS|General|alexrson|
2392|171.65.103.150|p2392_Acylphosphatase_wt|24664|116.00|173.00|667.00|100|DGROMACS|General|alexrson|
2393|171.65.103.150|p2393_Acylphosphatase_mutant|24652|115.00|173.00|627.00|100|DGROMACS|General|alexrson|
2394|171.65.103.150|p2394_Protein_A_wt|20383|93.00|140.00|508.00|100|DGROMACS|General|alexrson|
2395|171.65.103.150|p2395_Protein_A_mutant|20386|94.00|141.00|510.00|100|DGROMACS|General|alexrson|
2401|171.64.122.142|p2401_Ribo_indole|87991|30.00|82.00|600.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2402|171.64.122.142|p2402_Ribo_indole_fast|88297|30.00|82.00|600.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2408|171.64.122.142|p2408_Ribo_alanine_sidechain|88088|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2409|171.64.122.142|p2409_Ribo_lysine_sidechain|88042|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2411|171.64.122.142|p2411_Ribo_aspartic|87998|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2412|171.65.103.162|p2412_Ribo_tryptophan|88354|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2413|171.65.103.162|p2413_Ribo_isoleucine|88259|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2414|171.65.103.162|p2414_Ribo_tryptophan280|87994|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2415|171.65.103.162|p2415_Ribo_lysine_aux|88110|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2416|171.65.103.162|p2416_Ribosome_Na|87978|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2417|171.65.103.162|p2417_Ribo_Cl|87974|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2418|171.65.103.162|p2418_Ribo_Mg|87974|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2419|171.65.103.162|p2419_Generated by trjconv : Ribo_lysine|87982|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2420|171.64.122.142|p2420_Ribo_alanine_aux|87998|30.00|82.00|500.00|100|GROMACS||ppetrone|
2421|171.64.122.142|p2421_Ribo_ile_aux|88049|30.00|82.00|500.00|100|GROMACS||ppetrone|
2422|171.64.122.142|p2422_Ribo_trp_aux|88074|30.00|82.00|500.00|100|GROMACS||ppetrone|
2423|171.65.103.162|p2423_Ribo_asp_aux|87986|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2424|171.65.103.162|p2424_Ribo_lys_aux|88008|30.00|82.00|500.00|100|GROMACS|*Ribosomal Tunnel|ppetrone|
2425|171.65.103.162|p2425_Ribo_Na_aux|87976|30.00|82.00|500.00|100|GROMACS||ppetrone|
2426|171.65.103.162|p2426_Ribo_Cl_aux|87974|30.00|82.00|500.00|100|GROMACS||ppetrone|
2427|171.65.103.162|p2427_Ribo_Cl_aux|87974|30.00|82.00|500.00|100|GROMACS||ppetrone|
2450|171.65.103.162|p2450_GROtesk MACabre and Siniste drgpmfr|54992|30.00|82.00|500.00|100|GROMACS||ppetrone|
2451|171.65.103.162|p2451_Fragment-Receptor HDQ|54992|46.00|68.00|243.00|100|GROMACS||ppetrone|
2452|171.65.103.162|p2452_Fragment-Receptor HDS|54673|46.00|68.00|243.00|100|GROMACS||ppetrone|
2453|171.65.103.162|p2453_Fragment-Receptor HDU|54765|46.00|68.00|243.00|100|GROMACS||ppetrone|
2500|171.64.122.139|p2500_BBA5_pfold|385|40.00|59.00|208.00|100|GBGROMACS|*Synthetic Construct|luttmann|
